Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
CUST-04002,Male,75,Yes,0,Long Beach,96080,33.026718,-115.525925,8,59,None,Yes,44.54,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,119.35,6422.42,0.0,0,2759.54,9181.96,Churned,Price,Network reliability
CUST-04003,Male,80,No,0,Fresno,93421,35.326376,-116.672876,5,48,None,Yes,17.92,No,Yes,Fiber Optic,101.1,No,No,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,52.4,2290.58,0.0,20,810.38,3120.96,Stayed,,
CUST-04004,Female,45,Yes,0,Los Angeles,93044,33.737692,-114.281474,7,39,Offer B,Yes,33.68,Yes,Yes,Cable,47.5,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Credit Card,62.92,2559.6,0.0,0,1254.69,3814.29,Stayed,,
CUST-04005,Female,82,Yes,0,San Diego,91250,41.204982,-123.940272,3,42,Offer E,Yes,29.02,No,Yes,Fiber Optic,183.6,No,Yes,No,Yes,Yes,Yes,,Yes,Month-to-Month,No,Credit Card,103.89,3976.78,33.62,10,1292.61,5245.77,Churned,Dissatisfaction,Service attitude
CUST-04006,Female,61,Yes,2,Oakland,96065,34.427791,-117.82739,4,51,Offer B,Yes,10.08,Yes,Yes,Cable,137.4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,38.91,1755.2,0.0,10,536.61,2301.81,Stayed,,
CUST-04007,Female,60,No,0,San Diego,95669,33.865066,-115.667258,11,50,Offer B,No,34.05,Yes,Yes,Cable,132.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.61,,0.0,0,1756.74,4208.22,Stayed,,
CUST-04008,Female,54,Yes,0,Los Angeles,92698,38.448604,-123.183182,8,66,Offer D,Yes,12.48,No,No,None,0.0,No,No,No,No,,No,,No,Month-to-Month,Yes,Credit Card,92.71,,0.0,0,758.58,6546.39,Stayed,,
CUST-04009,Female,83,No,0,Bakersfield,95840,37.458163,-118.41834,6,41,Offer E,No,39.2,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,74.39,3135.33,0.0,0,1463.26,4598.59,Stayed,,
CUST-04010,Female,34,No,0,Oakland,92754,37.971358,-120.403212,4,58,Offer C,Yes,43.3,Yes,Yes,Fiber Optic,28.6,Yes,,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,104.64,6046.83,0.0,0,2391.58,8438.41,Stayed,,
CUST-04011,Male,57,Yes,0,Fresno,94435,36.641507,-119.967398,6,4,Offer D,Yes,23.92,No,Yes,Cable,71.2,No,Yes,,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,34.71,133.21,0.0,0,93.39,226.6,Stayed,,
CUST-04012,Female,55,Yes,3,Riverside,94935,36.938108,-115.00975,10,49,None,Yes,2.71,Yes,Yes,Cable,77.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,69.41,3234.73,0.0,10,124.45,3369.18,Stayed,,
CUST-04013,Male,78,No,0,Fresno,93885,39.898577,-118.898025,8,3,Offer B,Yes,36.87,No,Yes,Fiber Optic,136.1,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,118.2,305.06,0.0,0,120.72,425.78,Joined,,
CUST-04014,Male,26,Yes,1,Long Beach,90095,34.589261,-123.530075,2,32,Offer A,Yes,23.36,No,Yes,Fiber Optic,142.5,,No,No,Yes,Yes,No,No,No,Two Year,No,Mailed Check,66.74,1869.52,0.0,0,695.12,2564.64,Stayed,,
CUST-04015,Female,78,No,1,Oakland,94292,36.267028,-114.752952,2,47,Offer A,Yes,4.73,No,Yes,DSL,,,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,44.72,1817.56,0.0,10,237.05,2064.61,Stayed,,
CUST-04016,Female,33,Yes,0,San Diego,94288,41.599341,-122.573804,3,62,None,Yes,16.56,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,113.89,7375.78,0.0,0,1000.64,8376.42,Stayed,,
CUST-04017,Male,19,Yes,2,Sacramento,94618,34.304864,-115.216577,10,16,Offer D,Yes,14.53,No,No,None,0.0,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,115.68,1904.69,0.0,20,235.13,2159.82,Churned,Competitor,Price too high
CUST-04018,Male,60,No,0,Los Angeles,94849,35.290849,-114.402425,9,68,Offer B,Yes,36.32,No,Yes,Fiber Optic,113.2,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,103.44,6695.86,0.0,10,2465.32,9171.18,Churned,Price,Service attitude
CUST-04019,Female,59,No,0,Oakland,95781,34.319886,-115.37049,6,18,Offer B,Yes,21.2,No,Yes,Fiber Optic,165.6,No,No,No,No,,Yes,Yes,Yes,One Year,Yes,Credit Card,43.8,688.01,0.0,0,382.4,1070.41,Churned,Dissatisfaction,Competitor had better devices
CUST-04020,Female,74,No,0,Riverside,95084,32.694707,-117.457809,4,6,None,Yes,29.35,No,Yes,DSL,185.8,No,No,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,32.56,204.99,0.0,0,159.89,364.88,Stayed,,
CUST-04021,Male,84,Yes,0,San Francisco,91676,35.063384,-116.767061,4,65,Offer E,Yes,25.05,Yes,Yes,Cable,87.5,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,31.83,1862.75,0.0,0,1521.42,3384.17,Stayed,,
CUST-04022,Female,47,Yes,0,Oakland,90013,32.941441,-117.221381,3,37,Offer B,Yes,36.21,No,Yes,Fiber Optic,61.7,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,55.08,2006.6,0.0,0,1368.14,3374.74,Joined,,
CUST-04023,Female,30,No,1,Long Beach,92302,33.969509,-119.710546,7,63,None,Yes,35.9,Yes,No,None,0.0,No,No,No,No,No,,No,No,Month-to-Month,No,Bank Withdrawal,115.08,6391.74,0.0,10,2095.28,8497.02,Stayed,,
CUST-04024,Female,36,Yes,0,Sacramento,94084,35.94548,-121.646035,2,59,None,Yes,22.44,Yes,Yes,Cable,21.1,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,64.03,3850.51,0.0,0,1211.9,5062.41,Stayed,,
CUST-04025,Male,24,Yes,0,San Francisco,96120,32.696852,-121.535972,11,34,Offer E,Yes,6.75,No,Yes,Cable,73.3,,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,117.22,3730.46,0.0,0,233.31,3963.77,Churned,Dissatisfaction,Product dissatisfaction
CUST-04026,Male,26,Yes,1,Oakland,90373,39.653087,-116.895854,1,37,Offer E,Yes,20.39,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,53.07,2013.22,0.0,0,736.01,2749.23,Stayed,,
CUST-04027,Male,71,Yes,1,Oakland,94490,40.058096,-117.989221,3,34,Offer B,Yes,8.01,,Yes,Cable,45.1,No,,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,39.93,1295.9,0.0,20,280.74,1596.64,Stayed,,
CUST-04028,Female,78,No,0,Fresno,96010,36.408431,-118.417206,7,45,Offer B,Yes,47.96,No,No,None,0.0,,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,29.99,1210.99,0.0,0,2109.93,3320.92,Churned,Competitor,Competitor had better devices
CUST-04029,Female,19,No,0,Anaheim,95852,41.854327,-117.712868,3,1,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,66.8,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,88.46,78.17,0.0,30,50.9,159.07,Joined,,
CUST-04030,Male,67,No,0,San Diego,96029,38.950442,-116.442223,7,53,Offer C,Yes,22.83,No,Yes,DSL,24.6,No,Yes,,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,61.7,2846.5,0.0,0,1236.54,4083.04,Stayed,,
CUST-04031,Male,48,No,0,Anaheim,90418,39.565357,-116.717254,4,62,Offer E,Yes,1.38,No,Yes,Fiber Optic,101.2,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,98.16,5441.39,0.0,10,77.57,5528.96,Churned,Competitor,Competitor had better devices
CUST-04032,Male,50,Yes,0,Fresno,95179,34.326854,-123.403877,8,15,Offer B,Yes,18.73,No,Yes,Cable,128.9,No,No,No,No,,No,No,Yes,Two Year,No,Bank Withdrawal,84.9,1270.04,0.0,0,265.41,1535.45,Stayed,,
CUST-04033,Female,28,No,2,San Francisco,90817,40.455657,-120.724435,1,51,Offer E,Yes,44.75,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,61.44,2714.33,0.0,0,2364.56,5078.89,Churned,Dissatisfaction,Price too high
CUST-04034,Male,50,No,0,Anaheim,94870,41.477941,-121.754742,7,14,Offer B,Yes,14.4,No,Yes,DSL,59.6,,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.76,1129.91,0.0,0,186.82,1316.73,Churned,Attitude,Competitor had better devices
CUST-04035,Male,24,Yes,0,Los Angeles,91804,34.744947,-118.902318,6,59,Offer B,Yes,31.1,No,Yes,Fiber Optic,172.8,No,No,Yes,No,,Yes,No,Yes,Month-to-Month,Yes,Credit Card,74.5,3870.95,0.0,0,1835.2,5706.15,Churned,Price,Competitor had better devices
CUST-04036,Female,48,Yes,1,Los Angeles,93613,39.021411,-123.861273,1,52,None,Yes,9.2,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,33.44,1582.92,0.0,30,484.92,2097.84,Stayed,,
CUST-04037,Female,65,No,0,Oakland,93405,39.59594,-116.570374,4,1,Offer B,Yes,41.26,No,Yes,Cable,5.3,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.33,88.93,0.0,10,43.47,142.4,Joined,,
CUST-04038,Female,64,Yes,0,San Diego,92940,35.399107,-123.392116,5,17,Offer C,Yes,,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,22.73,337.27,0.0,0,832.28,1169.55,Churned,Price,Product dissatisfaction
CUST-04039,Male,70,Yes,0,Bakersfield,91333,37.012586,-121.677419,8,56,Offer A,Yes,30.76,No,Yes,Fiber Optic,,No,No,No,No,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,66.55,3456.03,0.0,0,1598.71,5054.74,Churned,Dissatisfaction,Service attitude
CUST-04040,Female,36,No,1,Oakland,93247,33.426621,-116.359488,10,5,Offer B,Yes,31.19,No,Yes,Cable,158.8,No,Yes,No,Yes,Yes,No,,Yes,Month-to-Month,No,Bank Withdrawal,75.23,380.7,0.0,20,155.09,555.79,Stayed,,
CUST-04041,Female,23,No,1,Oakland,90756,34.144401,-123.963776,11,17,Offer A,Yes,18.93,No,Yes,DSL,154.4,No,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,104.34,1520.66,0.0,0,321.77,1842.43,Stayed,,
CUST-04042,Male,66,No,1,Los Angeles,95373,33.08492,-117.633909,7,18,Offer E,Yes,35.35,No,Yes,Fiber Optic,68.2,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.44,1164.75,0.0,0,585.28,1750.03,Stayed,,
CUST-04043,Female,67,Yes,0,Los Angeles,93526,37.821572,-114.885426,6,55,Offer B,Yes,23.92,Yes,Yes,Fiber Optic,175.6,Yes,Yes,No,Yes,No,No,,No,One Year,Yes,Credit Card,74.97,3569.18,0.0,10,1271.67,4850.85,Stayed,,
CUST-04044,Male,29,No,2,San Francisco,95309,38.439998,-118.076567,10,47,None,Yes,37.27,Yes,Yes,Fiber Optic,178.5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.78,3210.8,0.0,0,1911.01,5121.81,Stayed,,
CUST-04045,Male,40,No,0,San Francisco,91797,41.203136,-117.088362,0,49,None,Yes,48.43,No,Yes,Fiber Optic,164.9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.81,3981.48,0.0,0,2564.65,6546.13,Stayed,,
CUST-04046,Female,71,No,0,Fresno,95563,37.650756,-116.260425,9,23,Offer D,Yes,41.12,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,87.27,1729.27,0.0,0,922.98,2652.25,Stayed,,
CUST-04047,Female,76,Yes,0,Anaheim,93970,34.975808,-122.188638,2,21,Offer B,Yes,,No,Yes,Fiber Optic,169.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.1,708.27,0.0,0,589.24,1297.51,Churned,Price,Network reliability
CUST-04048,Female,53,Yes,0,Oakland,93060,33.064999,-118.457975,0,29,None,Yes,48.94,No,Yes,Cable,133.4,No,No,,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,99.35,2542.14,0.0,0,1378.59,3920.73,Stayed,,
CUST-04049,Female,20,Yes,0,San Francisco,92178,40.907054,-121.28581,9,60,Offer A,Yes,30.35,,Yes,Fiber Optic,193.0,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,59.71,3708.0,0.0,0,1862.32,5570.32,Churned,Price,Product dissatisfaction
CUST-04050,Female,75,Yes,0,Fresno,93557,37.049152,-121.905248,5,46,Offer E,Yes,,Yes,Yes,Fiber Optic,127.9,Yes,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,37.95,1486.04,0.0,0,159.7,1645.74,Stayed,,
CUST-04051,Female,72,Yes,0,Fresno,92051,39.504559,-122.498453,2,10,Offer E,Yes,,No,Yes,Cable,37.2,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,92.67,857.6,0.0,10,341.58,1209.18,Stayed,,
CUST-04052,Male,74,Yes,0,Bakersfield,91990,32.639169,-118.411522,1,53,None,Yes,41.0,No,Yes,DSL,40.6,No,,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,93.17,4911.58,0.0,10,2264.23,7185.81,Churned,Competitor,Price too high
CUST-04053,Male,34,No,1,Anaheim,90555,37.13732,-116.236868,9,7,None,Yes,6.74,Yes,Yes,Cable,89.0,No,No,No,No,No,No,,No,One Year,No,Bank Withdrawal,71.41,491.2,0.0,0,49.26,540.46,Churned,Competitor,Network reliability
CUST-04054,Female,56,No,1,Bakersfield,95810,35.594365,-115.390754,1,30,None,Yes,33.96,No,Yes,Fiber Optic,145.3,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,50.71,1425.46,0.0,0,961.44,2386.9,Stayed,,
CUST-04055,Male,72,No,0,San Francisco,95614,32.788147,-120.042706,7,55,Offer D,No,46.05,,Yes,DSL,32.4,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,84.17,4411.61,0.0,0,2645.0,7056.61,Churned,Price,Service attitude
CUST-04056,Female,62,Yes,0,Sacramento,90266,39.868892,-120.62185,0,65,None,Yes,12.57,No,Yes,Cable,43.0,No,,No,No,Yes,No,No,No,One Year,No,Credit Card,78.99,4515.99,0.0,10,827.79,5353.78,Stayed,,
CUST-04057,Male,18,Yes,0,San Francisco,90923,37.372566,-117.352008,8,21,None,Yes,29.25,Yes,Yes,Fiber Optic,20.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,83.97,1555.02,0.0,0,585.71,2140.73,Stayed,,
CUST-04058,Male,38,Yes,0,Long Beach,92072,35.665212,-116.384264,11,7,None,Yes,13.73,Yes,Yes,Cable,37.7,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,668.75,0.0,0,97.61,766.36,Churned,Competitor,Service attitude
CUST-04059,Male,38,Yes,1,Sacramento,90534,40.155086,-121.865479,6,44,Offer E,Yes,38.72,Yes,Yes,DSL,47.9,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,80.37,3322.63,21.88,10,1704.98,5015.73,Stayed,,
CUST-04060,Female,69,Yes,0,Oakland,95977,36.745773,-121.408175,0,68,Offer C,Yes,29.03,No,Yes,Fiber Optic,113.9,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,38.61,2443.57,0.0,0,2157.48,4601.05,Stayed,,
CUST-04061,Male,60,Yes,0,San Francisco,96147,32.533231,-118.952709,4,15,Offer B,No,21.4,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,23.84,312.13,0.0,0,348.31,660.44,Stayed,,
CUST-04062,Female,69,No,0,Anaheim,93984,41.472253,-119.878389,4,2,Offer D,No,1.45,No,Yes,Fiber Optic,23.3,No,No,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,30.03,60.07,0.0,0,2.78,62.85,Churned,Price,Price too high
CUST-04063,Male,84,No,1,Fresno,91694,34.928986,-117.159808,1,3,Offer C,Yes,47.24,Yes,Yes,Fiber Optic,35.9,No,No,No,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,90.4,259.12,0.0,10,138.43,407.55,Stayed,,
CUST-04064,Male,61,No,0,Los Angeles,94976,40.390467,-119.253356,0,48,Offer C,Yes,24.89,No,Yes,Cable,106.4,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,104.8,4903.43,0.0,0,1202.59,6106.02,Stayed,,
CUST-04065,Male,49,No,1,San Diego,92052,40.255946,-123.339369,6,68,None,Yes,40.21,No,Yes,Fiber Optic,30.7,No,No,No,Yes,,No,No,Yes,Month-to-Month,No,Bank Withdrawal,20.28,1255.93,0.0,0,2959.71,4215.64,Joined,,
CUST-04066,Male,27,No,0,Sacramento,93691,34.042552,-122.774087,11,47,Offer B,Yes,19.59,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,58.17,,0.0,0,874.21,3298.26,Churned,Dissatisfaction,Price too high
CUST-04067,Male,81,No,1,San Diego,94904,37.003025,-115.120148,8,43,Offer C,Yes,42.46,No,Yes,Fiber Optic,23.6,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,85.97,,0.0,0,1799.13,5419.96,Stayed,,
CUST-04068,Female,45,No,2,Long Beach,92832,32.88189,-122.135057,7,27,Offer B,Yes,8.0,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,108.76,2814.2,0.0,0,201.07,3015.27,Churned,Competitor,Price too high
CUST-04069,Female,70,No,0,Long Beach,94328,35.868241,-123.979105,6,4,None,Yes,11.57,No,Yes,Fiber Optic,175.8,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,24.78,85.11,0.0,30,43.7,158.81,Churned,Price,Competitor had better devices
CUST-04070,Male,68,No,1,Riverside,92921,39.444299,-116.892873,3,36,None,Yes,16.67,No,Yes,Fiber Optic,109.0,Yes,Yes,,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,85.51,2648.31,0.0,0,619.77,3268.08,Stayed,,
CUST-04071,Male,70,Yes,1,Oakland,94846,34.75216,-117.386284,9,52,Offer E,Yes,4.43,Yes,Yes,,197.9,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.25,3488.61,0.0,30,243.19,3761.8,Stayed,,
CUST-04072,Male,21,No,1,Anaheim,94168,33.612715,-118.259209,6,45,Offer C,Yes,22.19,Yes,Yes,Fiber Optic,34.7,,Yes,Yes,No,,Yes,No,Yes,One Year,Yes,Credit Card,29.24,1203.23,0.0,0,1087.52,2290.75,Stayed,,
CUST-04073,Male,34,No,1,Riverside,94624,37.317674,-119.276536,7,51,Offer C,Yes,24.3,No,Yes,DSL,20.1,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.55,5273.84,16.49,0,1330.07,6587.42,Churned,Price,Product dissatisfaction
CUST-04074,Female,84,No,0,Anaheim,90886,37.601371,-114.416364,8,32,Offer C,Yes,5.74,Yes,Yes,Fiber Optic,19.8,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,90.82,2802.35,0.0,0,196.24,2998.59,Stayed,,
CUST-04075,Male,64,Yes,0,Oakland,96140,38.920375,-123.253744,8,2,None,No,21.35,Yes,No,None,0.0,No,No,No,No,,No,No,No,One Year,Yes,Bank Withdrawal,35.49,62.96,0.0,0,44.19,107.15,Joined,,
CUST-04076,Female,73,Yes,3,Los Angeles,91459,39.711809,-119.194307,4,17,None,Yes,9.86,,Yes,Fiber Optic,130.4,No,No,Yes,No,No,No,Yes,Yes,Two Year,No,Credit Card,99.68,1588.08,0.0,0,180.07,1768.15,Joined,,
CUST-04077,Male,40,No,0,San Diego,93796,39.110191,-118.633933,4,23,Offer A,Yes,43.76,No,Yes,Fiber Optic,70.7,No,No,Yes,No,No,No,,No,Month-to-Month,Yes,Bank Withdrawal,111.67,2566.86,0.0,20,1073.82,3660.68,Joined,,
CUST-04078,Female,35,No,3,Fresno,93156,40.531416,-124.266074,5,44,Offer A,Yes,,No,Yes,Cable,79.9,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,39.15,1791.14,0.0,0,1047.11,2838.25,Stayed,,
CUST-04079,Male,18,Yes,0,Riverside,93411,34.617611,-120.215279,7,46,Offer D,Yes,47.6,Yes,Yes,Cable,141.5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.83,3735.35,45.91,0,2106.35,5795.79,Stayed,,
CUST-04080,Male,52,No,0,Long Beach,94025,37.912784,-116.358858,2,12,None,Yes,17.07,Yes,Yes,Fiber Optic,125.2,No,No,No,Yes,Yes,No,Yes,No,One Year,No,Credit Card,40.02,434.1,0.0,20,215.26,669.36,Stayed,,
CUST-04081,Female,81,No,1,Long Beach,90563,35.920906,-119.600573,2,54,None,Yes,17.07,No,Yes,Fiber Optic,74.4,No,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,59.55,2862.2,0.0,20,937.65,3819.85,Churned,Attitude,Product dissatisfaction
CUST-04082,Male,75,Yes,1,Fresno,96093,41.640067,-115.397104,10,13,None,Yes,16.94,No,Yes,DSL,139.6,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,27.0,340.37,0.0,10,214.77,565.14,Churned,Dissatisfaction,Service attitude
CUST-04083,Male,76,No,0,Long Beach,94027,36.682655,-117.794091,4,68,Offer A,Yes,13.41,No,Yes,Cable,71.8,Yes,,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,100.21,5906.93,0.0,0,826.09,6733.02,Stayed,,
CUST-04084,Male,18,Yes,0,Anaheim,95756,41.617282,-116.532712,10,71,None,Yes,39.21,Yes,Yes,DSL,93.2,Yes,,No,Yes,No,Yes,No,No,One Year,Yes,Mailed Check,21.4,1500.01,0.0,20,3005.3,4525.31,Stayed,,
CUST-04085,Female,20,No,1,Los Angeles,95660,39.806124,-116.133407,0,66,None,Yes,14.14,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,98.84,6315.06,0.0,0,952.34,7267.4,Stayed,,
CUST-04086,Male,84,No,3,Los Angeles,96085,39.325407,-117.329198,4,15,None,Yes,14.4,Yes,Yes,Cable,28.1,No,No,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,26.43,361.1,0.0,0,225.73,586.83,Stayed,,
CUST-04087,Male,54,No,0,Anaheim,92972,37.169855,-116.706441,8,62,None,No,2.34,Yes,No,None,,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,81.7,4520.07,0.0,0,152.79,4672.86,Stayed,,
CUST-04088,Female,46,No,0,Bakersfield,90345,36.712092,-117.26877,4,24,Offer A,Yes,48.27,No,No,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.55,2053.84,0.0,10,1153.15,3216.99,Churned,Competitor,Network reliability
CUST-04089,Female,50,Yes,0,Anaheim,95126,37.502208,-118.775177,6,70,Offer B,Yes,44.31,No,Yes,Cable,12.6,No,,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,75.08,4890.76,0.0,0,3326.82,8217.58,Stayed,,
CUST-04090,Female,78,No,2,Oakland,92717,35.289514,-118.608057,9,61,Offer A,Yes,14.63,Yes,Yes,Fiber Optic,193.4,No,No,No,Yes,Yes,,No,Yes,Month-to-Month,No,Mailed Check,32.23,1920.98,0.0,10,838.41,2769.39,Joined,,
CUST-04091,Male,21,No,0,Riverside,92679,41.092844,-122.525198,8,71,None,Yes,26.04,No,Yes,Cable,114.7,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,119.26,8440.65,0.0,0,1930.08,10370.73,Churned,Price,Network reliability
CUST-04092,Male,31,No,0,Long Beach,91673,40.046141,-115.894632,7,72,Offer A,Yes,24.14,Yes,Yes,DSL,195.5,Yes,Yes,No,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,106.96,7957.4,0.0,0,1712.98,9670.38,Stayed,,
CUST-04093,Male,50,Yes,0,Anaheim,95661,40.113261,-121.253772,4,3,Offer D,Yes,4.39,Yes,Yes,DSL,172.5,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,55.83,166.27,0.0,0,12.96,179.23,Stayed,,
CUST-04094,Female,39,Yes,0,San Francisco,95798,36.614959,-118.928336,11,29,None,Yes,26.56,Yes,Yes,Cable,197.1,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.2,2090.6,0.0,0,791.03,2881.63,Stayed,,
CUST-04095,Male,65,Yes,0,Sacramento,93128,33.175345,-121.904726,1,21,Offer E,Yes,5.67,No,Yes,Cable,187.3,Yes,Yes,No,No,Yes,Yes,,No,Two Year,Yes,Mailed Check,68.77,1318.44,0.0,0,114.61,1433.05,Stayed,,
CUST-04096,Male,20,No,0,San Francisco,94894,38.989235,-117.263004,4,54,Offer A,Yes,21.7,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,60.92,2842.1,0.0,10,1124.28,3976.38,Stayed,,
CUST-04097,Female,40,Yes,1,Long Beach,93954,36.056929,-114.358243,9,6,None,Yes,4.39,Yes,Yes,Fiber Optic,146.2,No,No,No,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,101.23,571.44,0.0,0,27.06,598.5,Stayed,,
CUST-04098,Female,38,No,0,Los Angeles,91120,40.769088,-116.159822,7,11,None,Yes,29.45,Yes,Yes,Fiber Optic,148.3,Yes,No,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.99,836.03,0.0,0,323.2,1159.23,Stayed,,
CUST-04099,Female,60,No,0,Oakland,91913,39.913215,-118.061407,10,70,None,Yes,,No,Yes,Cable,188.8,Yes,No,No,No,No,Yes,No,No,One Year,No,Credit Card,53.45,3591.83,0.0,0,179.04,3770.87,Stayed,,
